source	gene ID	gene name	orthologs
InParanoid	DDB_G0276871	rpl10a	A.thaliana:At5g22440 | C.elegans:CE25552 | D.melanogaster:FBpp0075764 | H.sapiens:ENSP00000363018 | M.musculus:ENSMUSP00000048469 | S.cerevisiae S288c:YGL135W | S.cerevisiae S288c:YPL220W
JGI/Baylor Sequencing Project	DDB_G0276871	rpl10a	D.purpureum:DPU_G0062370
OrthoMCL	DDB_G0276883	canA	M.musculus:ENSMUSP00000022355 | M.musculus:ENSMUSP00000053101 | M.musculus:ENSMUSP00000077532 | C.elegans:WBGene00006527 | H.sapiens:ENSP00000378306 | H.sapiens:ENSP00000378323 | H.sapiens:ENSP00000380878 | S.cerevisiae S288c:YLR433C | S.cerevisiae S288c:YML057W | D.melanogaster:FBpp0074067 | D.melanogaster:FBpp0074069 | D.melanogaster:FBpp0085094
InParanoid	DDB_G0276883	canA	C.elegans:CE40348 | D.melanogaster:FBpp0074069 | H.sapiens:ENSP00000378323 | M.musculus:ENSMUSP00000053101 | S.cerevisiae S288c:YML057W | S.cerevisiae S288c:YLR433C
JGI/Baylor Sequencing Project	DDB_G0276883	canA	D.purpureum:DPU_G0057736
JGI/Baylor Sequencing Project	DDB_G0276573	DDB_G0276573	D.purpureum:DPU_G0066266
OrthoMCL	DDB_G0272831	psmA7	M.musculus:ENSMUSP00000029082 | M.musculus:ENSMUSP00000042590 | C.elegans:WBGene00003925 | H.sapiens:ENSP00000359910 | H.sapiens:ENSP00000311121 | A.thaliana:NP_001030838 | A.thaliana:NP_190694 | A.thaliana:NP_201415 | S.cerevisiae S288c:YOL038W | D.melanogaster:FBpp0073989
InParanoid	DDB_G0272831	psmA7	A.thaliana:At5g66140 | C.elegans:CE05371 | D.melanogaster:FBpp0073989 | H.sapiens:ENSP00000359910 | M.musculus:ENSMUSP00000029082 | S.cerevisiae S288c:YOL038W
JGI/Baylor Sequencing Project	DDB_G0272831	psmA7	D.purpureum:DPU_G0055196
OrthoMCL	DDB_G0275813	DDB_G0275813	M.musculus:ENSMUSP00000021772 | H.sapiens:ENSP00000399585 | A.thaliana:NP_568424 | S.cerevisiae S288c:YOR334W | S.cerevisiae S288c:YPL060W
InParanoid	DDB_G0275813	DDB_G0275813	A.thaliana:At5g22830 | S.cerevisiae S288c:YOR334W
JGI/Baylor Sequencing Project	DDB_G0275813	DDB_G0275813	D.purpureum:DPU_G0055862
OrthoMCL	DDB_G0276425	nutf2	M.musculus:ENSMUSP00000008594 | C.elegans:WBGene00004305 | H.sapiens:ENSP00000219169 | A.thaliana:NP_174051 | A.thaliana:NP_001154326 | A.thaliana:NP_172623 | A.thaliana:NP_001077612 | A.thaliana:NP_174118 | S.cerevisiae S288c:YER009W | D.melanogaster:FBpp0076934 | D.melanogaster:FBpp0080616
InParanoid	DDB_G0276425	nutf2	A.thaliana:At1g27310 | C.elegans:CE06238 | D.melanogaster:FBpp0076934 | H.sapiens:ENSP00000219169 | M.musculus:ENSMUSP00000008594 | S.cerevisiae S288c:YER009W
JGI/Baylor Sequencing Project	DDB_G0276425	nutf2	D.purpureum:DPU_G0058800
OrthoMCL	DDB_G0276447	DDB_G0276447	C.elegans:WBGene00001043 | A.thaliana:NP_173585
InParanoid	DDB_G0276447	DDB_G0276447	A.thaliana:At2g14140
JGI/Baylor Sequencing Project	DDB_G0276447	DDB_G0276447	D.purpureum:DPU_G0055876
OrthoMCL	DDB_G0276579	msrA	M.musculus:ENSMUSP00000065754 | C.elegans:WBGene00018393 | H.sapiens:ENSP00000313921 | S.cerevisiae S288c:YER042W | E.coli K-12:AP_004719 | A.thaliana:NP_179394 | A.thaliana:NP_973483 | A.thaliana:NP_194243 | A.thaliana:NP_196364 | A.thaliana:NP_568937 | A.thaliana:NP_196363 | D.melanogaster:FBpp0075308
InParanoid	DDB_G0276579	msrA	A.thaliana:At5g07470 | C.elegans:CE07241 | D.melanogaster:FBpp0075308 | E.coli K-12:NP_418640 | H.sapiens:ENSP00000313921 | M.musculus:ENSMUSP00000065754 | S.cerevisiae S288c:YER042W
JGI/Baylor Sequencing Project	DDB_G0276579	msrA	D.purpureum:DPU_G0053956
JGI/Baylor Sequencing Project	DDB_G0276597	DDB_G0276597	D.purpureum:DPU_G0074802
JGI/Baylor Sequencing Project	DDB_G0274865	DDB_G0274865	D.purpureum:DPU_G0055462
JGI/Baylor Sequencing Project	DDB_G0274867	DDB_G0274867	D.purpureum:DPU_G0055466
JGI/Baylor Sequencing Project	DDB_G0276939	pspB	D.purpureum:DPU_G0062794
OrthoMCL	DDB_G0274743	DDB_G0274743	M.musculus:ENSMUSP00000069259 | M.musculus:ENSMUSP00000096248 | M.musculus:ENSMUSP00000110425 | C.elegans:WBGene00001574 | H.sapiens:ENSP00000249636 | H.sapiens:ENSP00000262161 | H.sapiens:ENSP00000376765 | S.cerevisiae S288c:YDR409W | D.melanogaster:FBpp0087651
InParanoid	DDB_G0274743	DDB_G0274743	D.melanogaster:FBpp0111836 | M.musculus:ENSMUSP00000007961 | S.cerevisiae S288c:YDR409W
JGI/Baylor Sequencing Project	DDB_G0274743	DDB_G0274743	D.purpureum:DPU_G0057870
JGI/Baylor Sequencing Project	DDB_G0274877	DDB_G0274877	D.purpureum:DPU_G0073094
JGI/Baylor Sequencing Project	DDB_G0272965	DDB_G0272965	D.purpureum:DPU_G0053454
JGI/Baylor Sequencing Project	DDB_G0276291	DDB_G0276291	D.purpureum:DPU_G0069666
OrthoMCL	DDB_G0275751	DDB_G0275751	M.musculus:ENSMUSP00000020749 | C.elegans:WBGene00009771 | H.sapiens:ENSP00000384481 | S.cerevisiae S288c:YOL023W | E.coli K-12:AP_003713 | A.thaliana:NP_192854 | A.thaliana:NP_173165 | D.melanogaster:FBpp0084662
InParanoid	DDB_G0275751	DDB_G0275751	A.thaliana:At4g11160 | C.elegans:CE26974 | D.melanogaster:FBpp0084662 | E.coli K-12:NP_417637 | H.sapiens:ENSP00000384481 | M.musculus:ENSMUSP00000020749 | S.cerevisiae S288c:YOL023W
JGI/Baylor Sequencing Project	DDB_G0275751	DDB_G0275751	D.purpureum:DPU_G0055786
OrthoMCL	DDB_G0275307	DDB_G0275307	A.thaliana:NP_179974 | A.thaliana:NP_179975 | A.thaliana:NP_194782 | A.thaliana:NP_194783 | A.thaliana:NP_194784 | S.cerevisiae S288c:YLR126C
InParanoid	DDB_G0275307	DDB_G0275307	A.thaliana:At4g30540
InParanoid	DDB_G0276013	DDB_G0276013	A.thaliana:At2g31820 | D.melanogaster:FBpp0088971
OrthoMCL	DDB_G0273505	DDB_G0273505	M.musculus:ENSMUSP00000017530 | C.elegans:WBGene00006612 | H.sapiens:ENSP00000262395 | D.melanogaster:FBpp0111838
InParanoid	DDB_G0273535	mip1-2	A.thaliana:At1g55255 | D.melanogaster:FBpp0078287
JGI/Baylor Sequencing Project	DDB_G0273535	mip1-2	D.purpureum:DPU_G0056362
OrthoMCL	DDB_G0276319	fam18A	M.musculus:ENSMUSP00000014321 | M.musculus:ENSMUSP00000052922 | C.elegans:WBGene00016400 | H.sapiens:ENSP00000305654 | H.sapiens:ENSP00000411972 | A.thaliana:NP_563842 | S.cerevisiae S288c:YDR084C | D.melanogaster:FBpp0076240
InParanoid	DDB_G0276319	fam18A	A.thaliana:At1g09330 | H.sapiens:ENSP00000305654 | M.musculus:ENSMUSP00000014321
JGI/Baylor Sequencing Project	DDB_G0276319	fam18A	D.purpureum:DPU_G0069668
JGI/Baylor Sequencing Project	DDB_G0276313	DDB_G0276313_RTE	D.purpureum:DPU_G0058878
JGI/Baylor Sequencing Project	DDB_G0276317	DDB_G0276317	D.purpureum:DPU_G0069664
JGI/Baylor Sequencing Project	DDB_G0275167	dstD	D.purpureum:DPU_G0074350
OrthoMCL	DDB_G0275169	DDB_G0275169	M.musculus:ENSMUSP00000065293 | M.musculus:ENSMUSP00000096457 | C.elegans:WBGene00004830 | H.sapiens:ENSP00000382770 | H.sapiens:ENSP00000385552 | D.melanogaster:FBpp0100089
InParanoid	DDB_G0275169	DDB_G0275169	C.elegans:CE30364 | D.melanogaster:FBpp0100089
JGI/Baylor Sequencing Project	DDB_G0275169	DDB_G0275169	D.purpureum:DPU_G0074362
JGI/Baylor Sequencing Project	DDB_G0272272	DDB_G0272272	D.purpureum:DPU_G0066840
InParanoid	DDB_G0276119	cnrF	H.sapiens:ENSP00000270530
JGI/Baylor Sequencing Project	DDB_G0276119	cnrF	D.purpureum:DPU_G0068724
JGI/Baylor Sequencing Project	DDB_G0276127	DDB_G0276127	D.purpureum:DPU_G0067790
OrthoMCL	DDB_G0276489	DDB_G0276489	M.musculus:ENSMUSP00000025707 | C.elegans:WBGene00021563 | H.sapiens:ENSP00000294258 | A.thaliana:NP_565365 | A.thaliana:NP_973461 | D.melanogaster:FBpp0083630
InParanoid	DDB_G0276489	DDB_G0276489	M.musculus:ENSMUSP00000025707
JGI/Baylor Sequencing Project	DDB_G0276489	DDB_G0276489	D.purpureum:DPU_G0068004
OrthoMCL	DDB_G0274781	DDB_G0274781	M.musculus:ENSMUSP00000087611 | M.musculus:ENSMUSP00000000199 | M.musculus:ENSMUSP00000071756 | C.elegans:WBGene00003563 | A.thaliana:NP_197815 | H.sapiens:ENSP00000310749 | H.sapiens:ENSP00000361475 | S.cerevisiae S288c:YDR373W | D.melanogaster:FBpp0074671 | D.melanogaster:FBpp0074319 | D.melanogaster:FBpp0089317
JGI/Baylor Sequencing Project	DDB_G0274781	DDB_G0274781	D.purpureum:DPU_G0065510
OrthoMCL	DDB_G0275215	DDB_G0275215	S.cerevisiae S288c:YER111C
InParanoid	DDB_G0275215	DDB_G0275215	H.sapiens:ENSP00000314556
OrthoMCL	DDB_G0278819	DDB_G0278819	M.musculus:ENSMUSP00000001818 | C.elegans:WBGene00019762 | H.sapiens:ENSP00000366557 | A.thaliana:NP_187927 | A.thaliana:NP_198992 | A.thaliana:NP_199411 | A.thaliana:NP_566944 | S.cerevisiae S288c:YLR117C | D.melanogaster:FBpp0070402
InParanoid	DDB_G0278819	DDB_G0278819	A.thaliana:At5g41770 | C.elegans:CE41919 | D.melanogaster:FBpp0070402 | H.sapiens:ENSP00000366544 | M.musculus:ENSMUSP00000001818 | S.cerevisiae S288c:YLR117C
JGI/Baylor Sequencing Project	DDB_G0278819	DDB_G0278819	D.purpureum:DPU_G0071314
JGI/Baylor Sequencing Project	DDB_G0278325	DDB_G0278325	D.purpureum:DPU_G0065698
OrthoMCL	DDB_G0277903	cotE	C.elegans:WBGene00009762 | C.elegans:WBGene00009765 | C.elegans:WBGene00009766
OrthoMCL	DDB_G0277497	aco	A.thaliana:NP_001077664 | A.thaliana:NP_174753 | A.thaliana:NP_190233 | A.thaliana:NP_001030834 | A.thaliana:NP_190531 | A.thaliana:NP_190532 | A.thaliana:NP_566930 | A.thaliana:NP_974407 | A.thaliana:NP_175233 | A.thaliana:NP_680716 | A.thaliana:NP_849544 | D.melanogaster:FBpp0083682 | D.melanogaster:FBpp0083680 | D.melanogaster:FBpp0083681
InParanoid	DDB_G0277497	aco	D.melanogaster:FBpp0083682
JGI/Baylor Sequencing Project	DDB_G0277497	aco	D.purpureum:DPU_G0055042
JGI/Baylor Sequencing Project	DDB_G0277501	capB	D.purpureum:DPU_G0062378
OrthoMCL	DDB_G0275057	DDB_G0275057	M.musculus:ENSMUSP00000032409 | M.musculus:ENSMUSP00000019133 | M.musculus:ENSMUSP00000025519 | M.musculus:ENSMUSP00000071720 | M.musculus:ENSMUSP00000102012 | M.musculus:ENSMUSP00000110117 | M.musculus:ENSMUSP00000037028 | M.musculus:ENSMUSP00000046539 | M.musculus:ENSMUSP00000016323 | C.elegans:WBGene00000553 | H.sapiens:ENSP00000256460 | H.sapiens:ENSP00000368124 | H.sapiens:ENSP00000258682 | H.sapiens:ENSP00000339740 | H.sapiens:ENSP00000381412 | H.sapiens:ENSP00000410298 | H.sapiens:ENSP00000282356 | H.sapiens:ENSP00000009105 | H.sapiens:ENSP00000405950 | A.thaliana:NP_174807 | A.thaliana:NP_181425 | A.thaliana:NP_187677 | A.thaliana:NP_192695 | A.thaliana:NP_195257 | A.thaliana:NP_196107 | A.thaliana:NP_197748 | A.thaliana:NP_565411 | A.thaliana:NP_175485 | A.thaliana:NP_176386 | A.thaliana:NP_188676 | A.thaliana:NP_192381 | A.thaliana:NP_192383 | A.thaliana:NP_193925 | A.thaliana:NP_194096 | A.thaliana:NP_196779 | A.thaliana:NP_197437 | A.thaliana:NP_974150 | A.thaliana:NP_001078576 | A.thaliana:NP_197446 | A.thaliana:NP_568281 | A.thaliana:NP_850853 | A.thaliana:NP_177612 | A.thaliana:NP_181717 | A.thaliana:NP_190753 | A.thaliana:NP_191312 | A.thaliana:NP_564066 | A.thaliana:NP_973661 | A.thaliana:NP_180708 | A.thaliana:NP_181133 | A.thaliana:NP_192379 | A.thaliana:NP_680596 | A.thaliana:NP_192380 | S.cerevisiae S288c:YFR014C | S.cerevisiae S288c:YOL016C | D.melanogaster:FBpp0088134 | D.melanogaster:FBpp0289608
InParanoid	DDB_G0275057	DDB_G0275057	A.thaliana:At5g12480 | A.thaliana:At1g50700 | A.thaliana:At4g23650 | A.thaliana:At1g76040 | A.thaliana:At1g61950
JGI/Baylor Sequencing Project	DDB_G0275057	DDB_G0275057	D.purpureum:DPU_G0074364
OrthoMCL	DDB_G0275603	DDB_G0275603	M.musculus:ENSMUSP00000027339 | M.musculus:ENSMUSP00000035800 | C.elegans:WBGene00012359 | H.sapiens:ENSP00000359484 | H.sapiens:ENSP00000361803 | A.thaliana:NP_568807 | A.thaliana:NP_188393 | S.cerevisiae S288c:YIL044C | D.melanogaster:FBpp0087733
InParanoid	DDB_G0275603	DDB_G0275603	A.thaliana:At5g54310 | C.elegans:CE16562 | D.melanogaster:FBpp0087733 | H.sapiens:ENSP00000359484 | M.musculus:ENSMUSP00000027339
JGI/Baylor Sequencing Project	DDB_G0275603	DDB_G0275603	D.purpureum:DPU_G0054404
OrthoMCL	DDB_G0275871	DDB_G0275871	M.musculus:ENSMUSP00000020383 | M.musculus:ENSMUSP00000025482 | M.musculus:ENSMUSP00000029257 | M.musculus:ENSMUSP00000042215 | M.musculus:ENSMUSP00000046444 | M.musculus:ENSMUSP00000079238 | M.musculus:ENSMUSP00000088779 | M.musculus:ENSMUSP00000099066 | M.musculus:ENSMUSP00000103019 | M.musculus:ENSMUSP00000103575 | C.elegans:WBGene00013034 | C.elegans:WBGene00019166 | H.sapiens:ENSP00000283684 | H.sapiens:ENSP00000284509 | H.sapiens:ENSP00000311336 | H.sapiens:ENSP00000321195 | H.sapiens:ENSP00000332756 | H.sapiens:ENSP00000357475 | H.sapiens:ENSP00000364781 | H.sapiens:ENSP00000371070 | H.sapiens:ENSP00000371084 | A.thaliana:NP_172780 | A.thaliana:NP_173193 | A.thaliana:NP_173938 | A.thaliana:NP_175830 | A.thaliana:NP_176191 | A.thaliana:NP_177038 | A.thaliana:NP_177414 | A.thaliana:NP_188006 | A.thaliana:NP_189189 | A.thaliana:NP_189425 | A.thaliana:NP_568146 | S.cerevisiae S288c:YAL026C | S.cerevisiae S288c:YDR093W | S.cerevisiae S288c:YER166W | D.melanogaster:FBpp0289035 | D.melanogaster:FBpp0289580 | D.melanogaster:FBpp0074079
JGI/Baylor Sequencing Project	DDB_G0275871	DDB_G0275871	D.purpureum:DPU_G0067480
OrthoMCL	DDB_G0277691	cog1	M.musculus:ENSMUSP00000018805 | H.sapiens:ENSP00000299886 | A.thaliana:NP_001031890 | A.thaliana:NP_197134 | A.thaliana:NP_974788 | D.melanogaster:FBpp0082093
InParanoid	DDB_G0277691	cog1	A.thaliana:At5g16300 | H.sapiens:ENSP00000299886 | M.musculus:ENSMUSP00000018805
JGI/Baylor Sequencing Project	DDB_G0277691	cog1	D.purpureum:DPU_G0066806
JGI/Baylor Sequencing Project	DDB_G0276393	DDB_G0276393	D.purpureum:DPU_G0065864
OrthoMCL	DDB_G0275787	rad6	M.musculus:ENSMUSP00000016452 | M.musculus:ENSMUSP00000020657 | C.elegans:WBGene00006701 | H.sapiens:ENSP00000360613 | H.sapiens:ENSP00000265339 | A.thaliana:NP_563951 | A.thaliana:NP_565289 | A.thaliana:NP_973825 | A.thaliana:NP_568956 | S.cerevisiae S288c:YGL058W | D.melanogaster:FBpp0078490
InParanoid	DDB_G0275787	rad6	A.thaliana:At2g02760 | C.elegans:CE27822 | D.melanogaster:FBpp0078490 | H.sapiens:ENSP00000360613 | M.musculus:ENSMUSP00000016452 | S.cerevisiae S288c:YGL058W
JGI/Baylor Sequencing Project	DDB_G0275787	rad6	D.purpureum:DPU_G0058144
JGI/Baylor Sequencing Project	DDB_G0276361	DDB_G0276361	D.purpureum:DPU_G0068008
JGI/Baylor Sequencing Project	DDB_G0276363	myoG	D.purpureum:DPU_G0068010
OrthoMCL	DDB_G0275227	DDB_G0275227	M.musculus:ENSMUSP00000020964 | M.musculus:ENSMUSP00000032508 | M.musculus:ENSMUSP00000078382 | M.musculus:ENSMUSP00000086287 | C.elegans:WBGene00001427 | C.elegans:WBGene00001431 | H.sapiens:ENSP00000371161 | H.sapiens:ENSP00000349811 | H.sapiens:ENSP00000001008 | H.sapiens:ENSP00000370373 | S.cerevisiae S288c:YNL135C | E.coli K-12:AP_004707 | A.thaliana:NP_001118695 | A.thaliana:NP_189160 | A.thaliana:NP_199668 | A.thaliana:NP_199380 | D.melanogaster:FBpp0085703 | D.melanogaster:FBpp0079468
InParanoid	DDB_G0275227	DDB_G0275227	C.elegans:CE21417 | D.melanogaster:FBpp0085703 | H.sapiens:ENSP00000371161 | M.musculus:ENSMUSP00000020964
OrthoMCL	DDB_G0272394	ndufa5	M.musculus:ENSMUSP00000023851 | C.elegans:WBGene00007880 | A.thaliana:NP_568778 | D.melanogaster:FBpp0076005
InParanoid	DDB_G0272394	ndufa5	A.thaliana:At5g52840 | C.elegans:CE05347 | D.melanogaster:FBpp0076005 | M.musculus:ENSMUSP00000023851
JGI/Baylor Sequencing Project	DDB_G0272394	ndufa5	D.purpureum:DPU_G0068730
JGI/Baylor Sequencing Project	DDB_G0272396	DDB_G0272396	D.purpureum:DPU_G0068738
OrthoMCL	DDB_G0272985	vps54	M.musculus:ENSMUSP00000006221 | C.elegans:WBGene00006934 | H.sapiens:ENSP00000272322 | A.thaliana:NP_193684 | A.thaliana:NP_849409 | S.cerevisiae S288c:YDR027C | D.melanogaster:FBpp0079409
InParanoid	DDB_G0272985	vps54	A.thaliana:At4g19490 | C.elegans:CE31365 | D.melanogaster:FBpp0079409 | H.sapiens:ENSP00000272322 | M.musculus:ENSMUSP00000006221
JGI/Baylor Sequencing Project	DDB_G0272985	vps54	D.purpureum:DPU_G0057608
OrthoMCL	DDB_G0274939	aslB	M.musculus:ENSMUSP00000099431 | M.musculus:ENSMUSP00000040823 | M.musculus:ENSMUSP00000028944 | C.elegans:WBGene00007969 | H.sapiens:ENSP00000253382 | H.sapiens:ENSP00000261206 | H.sapiens:ENSP00000316924 | S.cerevisiae S288c:YAL054C | S.cerevisiae S288c:YLR153C | E.coli K-12:AP_004570 | E.coli K-12:AP_000987 | A.thaliana:NP_001031974 | A.thaliana:NP_198504 | D.melanogaster:FBpp0078067 | D.melanogaster:FBpp0083990
InParanoid	DDB_G0274939	aslB	D.melanogaster:FBpp0083990 | E.coli K-12:NP_414869 | H.sapiens:ENSP00000261206
JGI/Baylor Sequencing Project	DDB_G0274939	aslB	D.purpureum:DPU_G0052938
JGI/Baylor Sequencing Project	DDB_G0276343	gpaK	D.purpureum:DPU_G0059260
OrthoMCL	DDB_G0277081	DDB_G0277081	E.coli K-12:AP_004550 | A.thaliana:NP_001078335 | A.thaliana:NP_567149
InParanoid	DDB_G0277081	DDB_G0277081	A.thaliana:At3g63510 | E.coli K-12:NP_418473
JGI/Baylor Sequencing Project	DDB_G0277081	DDB_G0277081	D.purpureum:DPU_G0073462
OrthoMCL	DDB_G0278959	rpl9	M.musculus:ENSMUSP00000057235 | M.musculus:ENSMUSP00000113704 | C.elegans:WBGene00004420 | H.sapiens:ENSP00000346022 | A.thaliana:NP_192783 | A.thaliana:NP_564417 | A.thaliana:NP_564418 | S.cerevisiae S288c:YGL147C | S.cerevisiae S288c:YNL067W | D.melanogaster:FBpp0079752
InParanoid	DDB_G0278959	rpl9	A.thaliana:At1g33140 | A.thaliana:At1g33120 | C.elegans:CE01380 | D.melanogaster:FBpp0079752 | H.sapiens:ENSP00000346022 | H.sapiens:ENSP00000384755 | M.musculus:ENSMUSP00000057235 | S.cerevisiae S288c:YNL067W
JGI/Baylor Sequencing Project	DDB_G0278959	rpl9	D.purpureum:DPU_G0071164
OrthoMCL	DDB_G0278961	DDB_G0278961	M.musculus:ENSMUSP00000088663 | C.elegans:WBGene00013650 | H.sapiens:ENSP00000309515 | A.thaliana:NP_565262 | D.melanogaster:FBpp0112127
InParanoid	DDB_G0278961	DDB_G0278961	A.thaliana:At2g01490 | C.elegans:CE24085 | D.melanogaster:FBpp0112127 | H.sapiens:ENSP00000309515 | M.musculus:ENSMUSP00000088663
JGI/Baylor Sequencing Project	DDB_G0278961	DDB_G0278961	D.purpureum:DPU_G0054750
JGI/Baylor Sequencing Project	DDB_G0275643	DDB_G0275643	D.purpureum:DPU_G0055768
OrthoMCL	DDB_G0274437	twfA	M.musculus:ENSMUSP00000023087 | M.musculus:ENSMUSP00000024047 | C.elegans:WBGene00018187 | H.sapiens:ENSP00000321058 | S.cerevisiae S288c:YGR080W | D.melanogaster:FBpp0082352
InParanoid	DDB_G0274437	twfA	C.elegans:CE28307 | D.melanogaster:FBpp0082352 | H.sapiens:ENSP00000321058 | M.musculus:ENSMUSP00000023087 | S.cerevisiae S288c:YGR080W
JGI/Baylor Sequencing Project	DDB_G0274437	twfA	D.purpureum:DPU_G0073040
JGI/Baylor Sequencing Project	DDB_G0272586	DDB_G0272586	D.purpureum:DPU_G0065278
OrthoMCL	DDB_G0273147	DDB_G0273147	A.thaliana:NP_172300 | A.thaliana:NP_001077486
InParanoid	DDB_G0273147	DDB_G0273147	A.thaliana:At1g08220
JGI/Baylor Sequencing Project	DDB_G0277673	DDB_G0277673	D.purpureum:DPU_G0059738
JGI/Baylor Sequencing Project	DDB_G0275129	ncapGb	D.purpureum:DPU_G0058274
OrthoMCL	DDB_G0276427	osbF	S.cerevisiae S288c:YOR237W
JGI/Baylor Sequencing Project	DDB_G0276427	osbF	D.purpureum:DPU_G0073390
JGI/Baylor Sequencing Project	DDB_G0274681	DDB_G0274681	D.purpureum:DPU_G0073158
JGI/Baylor Sequencing Project	DDB_G0273315	DDB_G0273315	D.purpureum:DPU_G0065282
OrthoMCL	DDB_G0276689	DDB_G0276689	A.thaliana:NP_565607
InParanoid	DDB_G0276689	DDB_G0276689	A.thaliana:At2g25730 | D.melanogaster:FBpp0081863 | M.musculus:ENSMUSP00000021547
JGI/Baylor Sequencing Project	DDB_G0276689	DDB_G0276689	D.purpureum:DPU_G0075806
JGI/Baylor Sequencing Project	DDB_G0275695	ampA	D.purpureum:DPU_G0062752
OrthoMCL	DDB_G0274695	DDB_G0274695	M.musculus:ENSMUSP00000055823 | M.musculus:ENSMUSP00000110389 | H.sapiens:ENSP00000368914 | H.sapiens:ENSP00000387261
InParanoid	DDB_G0274695	DDB_G0274695	C.elegans:CE37111 | D.melanogaster:FBpp0289277 | H.sapiens:ENSP00000368914 | M.musculus:ENSMUSP00000055823 | S.cerevisiae S288c:YMR032W
JGI/Baylor Sequencing Project	DDB_G0274695	DDB_G0274695	D.purpureum:DPU_G0055482
OrthoMCL	DDB_G0275267	wrky1	M.musculus:ENSMUSP00000063883 | D.melanogaster:FBpp0073442
JGI/Baylor Sequencing Project	DDB_G0275267	wrky1	D.purpureum:DPU_G0066084
OrthoMCL	DDB_G0276535	DDB_G0276535	D.melanogaster:FBpp0085013
JGI/Baylor Sequencing Project	DDB_G0276535	DDB_G0276535	D.purpureum:DPU_G0051924
OrthoMCL	DDB_G0273983	rpl15-2	M.musculus:ENSMUSP00000079188 | M.musculus:ENSMUSP00000100802 | M.musculus:ENSMUSP00000108217 | C.elegans:WBGene00004427 | A.thaliana:NP_193405 | A.thaliana:NP_193470 | H.sapiens:ENSP00000309334 | S.cerevisiae S288c:YLR029C | S.cerevisiae S288c:YMR121C | D.melanogaster:FBpp0112464
InParanoid	DDB_G0273983	rpl15-2	A.thaliana:At4g16720 | A.thaliana:At4g17390 | C.elegans:CE12148 | D.melanogaster:FBpp0112464 | H.sapiens:ENSP00000309334 | M.musculus:ENSMUSP00000108217 | M.musculus:ENSMUSP00000079188 | S.cerevisiae S288c:YMR121C | S.cerevisiae S288c:YLR029C
OrthoMCL	DDB_G0275153	gpdA	M.musculus:ENSMUSP00000075954 | M.musculus:ENSMUSP00000050698 | M.musculus:ENSMUSP00000073289 | M.musculus:ENSMUSP00000091085 | M.musculus:ENSMUSP00000091210 | M.musculus:ENSMUSP00000091648 | M.musculus:ENSMUSP00000091727 | M.musculus:ENSMUSP00000092698 | M.musculus:ENSMUSP00000094250 | M.musculus:ENSMUSP00000100482 | M.musculus:ENSMUSP00000100550 | M.musculus:ENSMUSP00000100572 | M.musculus:ENSMUSP00000100606 | M.musculus:ENSMUSP00000100721 | M.musculus:ENSMUSP00000100794 | M.musculus:ENSMUSP00000101845 | M.musculus:ENSMUSP00000102051 | M.musculus:ENSMUSP00000102656 | M.musculus:ENSMUSP00000105217 | M.musculus:ENSMUSP00000105224 | M.musculus:ENSMUSP00000108293 | M.musculus:ENSMUSP00000109473 | M.musculus:ENSMUSP00000110991 | M.musculus:ENSMUSP00000110058 | C.elegans:WBGene00001683 | C.elegans:WBGene00001686 | C.elegans:WBGene00001684 | C.elegans:WBGene00001685 | H.sapiens:ENSP00000222286 | H.sapiens:ENSP00000229239 | S.cerevisiae S288c:YGR192C | S.cerevisiae S288c:YJR009C | S.cerevisiae S288c:YJL052W | E.coli K-12:AP_002398 | E.coli K-12:AP_003485 | A.thaliana:NP_001117276 | A.thaliana:NP_172750 | A.thaliana:NP_174996 | A.thaliana:NP_566796 | A.thaliana:NP_173080 | A.thaliana:NP_178071 | A.thaliana:NP_172801 | A.thaliana:NP_187062 | D.melanogaster:FBpp0073922 | D.melanogaster:FBpp0099914 | D.melanogaster:FBpp0086215
InParanoid	DDB_G0275153	gpdA	A.thaliana:At3g04120 | C.elegans:CE02343 | D.melanogaster:FBpp0087977 | D.melanogaster:FBpp0073922 | E.coli K-12:NP_416293 | H.sapiens:ENSP00000229239 | M.musculus:ENSMUSP00000073289 | M.musculus:ENSMUSP00000105217 | M.musculus:ENSMUSP00000100550 | M.musculus:ENSMUSP00000109473 | M.musculus:ENSMUSP00000105224 | M.musculus:ENSMUSP00000100572 | M.musculus:ENSMUSP00000100482 | S.cerevisiae S288c:YGR192C
JGI/Baylor Sequencing Project	DDB_G0275153	gpdA	D.purpureum:DPU_G0069370
JGI/Baylor Sequencing Project	DDB_G0274853	DDB_G0274853	D.purpureum:DPU_G0067044
